business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,permanently_closed,price_level
OPERATIONAL,"{'location': {'lat': -6.2106164, 'lng': 106.8454406}, 'viewport': {'northeast': {'lat': -6.209304619708498, 'lng': 106.8466648802915}, 'southwest': {'lat': -6.212002580291502, 'lng': 106.8439669197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,YELLO Hotel Manggarai - Jakarta,{'open_now': True},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112802092579695887785"">YELLO Hotel Manggarai - Jakarta</a>'], 'photo_reference': 'AUGGfZkYna5opuhqlaeZRjoXuxMsRnPziqLoVbNFIBtobo6J1cExe1vAqGoT8pMkWpu7WOL6NO5CbswB6C-Un9Mj5N02OWjw3jOAQN5FzXv-xRGBRx2J9VAPhggAUpQbDj6GRW5c-VkQzcg_H1rg9uO-VkhWDC9n1inh8S_5_DspNr9UOBlc', 'width': 6000}]",ChIJwwNVonP0aS4R-bCgz6fyZms,"{'compound_code': 'QRQW+Q5 Pasar Manggis, South Jakarta City, Jakarta, Indonesia', 'global_code': '6P58QRQW+Q5'}",4.4,ChIJwwNVonP0aS4R-bCgz6fyZms,GOOGLE,"['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",4049.0,"Jalan Minangkabau Timur No.9, RT.6/RW.8, Pasar Manggis",,
OPERATIONAL,"{'location': {'lat': -6.2089804, 'lng': 106.8478846}, 'viewport': {'northeast': {'lat': -6.207631419708498, 'lng': 106.8492335802915}, 'southwest': {'lat': -6.210329380291502, 'lng': 106.8465356197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Duta Minang Baru,{'open_now': True},"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115056861081625778037"">Duta Minang Baru</a>'], 'photo_reference': 'AUGGfZmnY4-Q1jWtd7iRdDFMgHQyHZKXVkwkn1CIfOCeqA6A6q1T6QUwShmo7MdjuzGWI17FfXkhsk4WZzEVNWZCPHV7cf8DnwKR0Th9usSJDnOx7vjXxS9KxNT-qYS_Ckxqkovb81JTPWPYlaDVN8UC7D0p4xtYUPUHfyfTQOPGTZF6jjvI', 'width': 1728}]",ChIJrXhEYnH0aS4Rwhjcy6Uy-Z8,"{'compound_code': 'QRRX+C5 Manggarai, South Jakarta City, Jakarta, Indonesia', 'global_code': '6P58QRRX+C5'}",4.1,ChIJrXhEYnH0aS4Rwhjcy6Uy-Z8,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",71.0,"jln dr saharjono5 selatan depan terminal manggarai, RT.8/RW.5, Manggarai",,1.0
OPERATIONAL,"{'location': {'lat': -6.211543999999999, 'lng': 106.845172}, 'viewport': {'northeast': {'lat': -6.210272269708497, 'lng': 106.8466650802915}, 'southwest': {'lat': -6.212970230291502, 'lng': 106.8439671197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Kuliner Jakarta,{'open_now': True},"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117147509284637552102"">Street View</a>'], 'photo_reference': 'AUGGfZkmLmEXQC7zsH-NpwsUDVBarWdSaa6hUTvdxQsUGJhZRvWSzS8HRY8eiJNyc8QlKOSXYlyzOuzLUdOmTz8laGdNdudfbTBDL7ixHSfPU8q_o7e3Q_gcxyKW5wzaVn9bSYDotjKCpZwKp2K6S3e6vkX3KLFdPPtgZu1fa_IRrqO3XzgL', 'width': 960}]",ChIJC2rlnJ71aS4RrQjqdhdgOMM,"{'compound_code': 'QRQW+93 Pasar Manggis, South Jakarta City, Jakarta, Indonesia', 'global_code': '6P58QRQW+93'}",4.5,ChIJC2rlnJ71aS4RrQjqdhdgOMM,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",11.0,"RT.5/RW.8, Pasar Manggis, Setiabudi, RT.5/RW.8, Pasar Manggis",,
OPERATIONAL,"{'location': {'lat': -6.205809499999999, 'lng': 106.8490661}, 'viewport': {'northeast': {'lat': -6.204463269708497, 'lng': 106.8503864302915}, 'southwest': {'lat': -6.207161230291502, 'lng': 106.8476884697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Martabak Pizza Orins Jalan Tambak,{'open_now': True},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113364903214537641266"">Martabak Pizza Orins Jalan Tambak</a>'], 'photo_reference': 'AUGGfZkNEPQIg7cROviSC_dxa0MOkzt5R4T4yXg9ZyJJASyAfu0-8WGaQFGhb9TU_8l9lfCAMTrohB3kTkUxamN7p_-I6qZ-qJnDaLwA8pfVyr1yMGp79lS-8OFfaKABGVpU7mQuozWbX7W1RdfVa7vM5e44gYLB3p-lJ3ifNawFuczJrLUG', 'width': 1440}]",ChIJG9BtP3n0aS4RXl0CGXxY5tI,"{'compound_code': 'QRVX+MJ Pegangsaan, Central Jakarta City, Jakarta, Indonesia', 'global_code': '6P58QRVX+MJ'}",4.5,ChIJG9BtP3n0aS4RXl0CGXxY5tI,GOOGLE,"['restaurant', 'food', 'store', 'point_of_interest', 'establishment']",411.0,"9, Jalan Tambak No.37, RT.009/RW.4, Pegangsaan",,2.0
OPERATIONAL,"{'location': {'lat': -7.6624794, 'lng': 112.6699171}, 'viewport': {'northeast': {'lat': -7.661218569708497, 'lng': 112.6713912802915}, 'southwest': {'lat': -7.663916530291502, 'lng': 112.6686933197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/worship_hindu-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/worship_hindu_pinlet,Candi Jawi (Jawi Temple),{'open_now': True},"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100036213785012181419"">teguh surya</a>'], 'photo_reference': 'AUGGfZmw-9k4Zgt8-1q3TEaxPAXieUduGi5oQDhhqa2irylMW9u0aPRik4VYLSP-rGVE0Wj6TqSaE17ZItlL1cbm2pae-AD1PQyW1nV0SW91auIkc8OCzNIj8VCLEPiS-zwvrI6WnV_PtoyMoTGjKG8NDG8sX5z5wREiap4M5_Nehm1neS1r', 'width': 2448}]",ChIJEdbzFs3Z1y0RkM8ggTvGKKE,"{'compound_code': '8MQ9+2X Candi Wates, Pasuruan Regency, East Java, Indonesia', 'global_code': '6P4J8MQ9+2X'}",4.5,ChIJEdbzFs3Z1y0RkM8ggTvGKKE,GOOGLE,"['hindu_temple', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",1960.0,"Jalan Raya Candiwates, Jawi, Candi Wates",,
OPERATIONAL,"{'location': {'lat': -7.2380652, 'lng': 112.7956011}, 'viewport': {'northeast': {'lat': -7.236778969708498, 'lng': 112.7967221802915}, 'southwest': {'lat': -7.239476930291502, 'lng': 112.7940242197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Kenjeran Park,{'open_now': True},"[{'height': 3060, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104399137394092329336"">Hasby Asshiddiqi</a>'], 'photo_reference': 'AUGGfZk667Dopxitw6u3nWv4Sg5ee0fBtgqXzNCUJNLgkUE892hSqNSmhUrDGNT6EXOfUO1lhgr4985FqrmWuvzM4zbgo46s8y6PgD8hqIcT5K64CeVHfSTOW95ILsNXMo9eVBatdSBVx1Ovch56zVGTrtAVN6zrypvQFEpU67B5-k7PjEj1', 'width': 4080}]",ChIJPyM79cT51y0RgPDVNXoRehQ,,4.3,ChIJPyM79cT51y0RgPDVNXoRehQ,GOOGLE,"['amusement_park', 'park', 'tourist_attraction', 'point_of_interest', 'establishment']",3294.0,"QQ6W+Q6H, Jalan Pantai Ria Kenjeran, Kenjeran",,
OPERATIONAL,"{'location': {'lat': -7.264915599999999, 'lng': 112.7427767}, 'viewport': {'northeast': {'lat': -7.263484769708497, 'lng': 112.7441441302915}, 'southwest': {'lat': -7.266182730291502, 'lng': 112.7414461697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Arca Joko Dolog,{'open_now': True},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107173480147438766165"">Pagon Setiawan</a>'], 'photo_reference': 'AUGGfZmVhrGrF76ijIW8P9UVLicaevS1OlQKH8h-BAdHZrCYcMAre1AWp8vEC9SsJBYHxUzbAAVdcdUIVovdMxyLQlGFK0zDa_obF6AVrV4EVmJYlRQ6Vk78gxthaYrf9GmV4LayZfpZGaFw75jIqF4POD2T3zwCYvM7ggfk6KqyzYUUSWMD', 'width': 4160}]",ChIJDUt6pWH51y0RtOlIA_l3XXw,,4.6,ChIJDUt6pWH51y0RtOlIA_l3XXw,GOOGLE,"['tourist_attraction', 'point_of_interest', 'establishment']",962.0,"PPPV+24J, Jalan Taman Apsari, Embong Kaliasin",,
OPERATIONAL,"{'location': {'lat': -7.223374399999999, 'lng': 112.7208839}, 'viewport': {'northeast': {'lat': -7.222316219708497, 'lng': 112.7223713802915}, 'southwest': {'lat': -7.225014180291502, 'lng': 112.7196734197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/museum_pinlet,Vice Admiral Yos Sudarso Monument,,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110085254839898068685"">aris sarjito</a>'], 'photo_reference': 'AUGGfZnorwMBToN9nFcy-YE7cbiu9DEIhh25T7wHNA4tFon502nBp_JSb1bQHEatU7tewKgkZDulRVYPgUiuBsFZsU-roFsUg2sjiM3akQNV3LV7_YiNEWyvA0y5hav-00dEXyU10Vm1W6eEsqujiiXu7bKs54yhELM_7xMbBDfjd_J95EZg', 'width': 4032}]",ChIJ91MapNb41y0R7XraC9xru-g,"{'compound_code': 'QPGC+M9 West Perak, Surabaya, East Java, Indonesia', 'global_code': '6P4JQPGC+M9'}",4.5,ChIJ91MapNb41y0R7XraC9xru-g,GOOGLE,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",41.0,"Komplek Kobangdikal Surabaya, Putra Samudra, Perak Barat",,
OPERATIONAL,"{'location': {'lat': -7.231704699999999, 'lng': 112.7439804}, 'viewport': {'northeast': {'lat': -7.230389269708498, 'lng': 112.7453727802915}, 'southwest': {'lat': -7.233087230291503, 'lng': 112.7426748197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Pasar Ampel,{'open_now': True},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105374448916046091056"">gerandis</a>'], 'photo_reference': 'AUGGfZkbDPklNHoZlFizeem7NmyYzgmXQf9o03tb0c0YkT3MsouJeMbAUwK_RrkVqOzWQ5fAO1uvuZur1wZ1a06Myg47Fv6HDOakrFQ_Yhk44Hdc3KRHLwZm_cdljTl7N9Y4ZEqJ02Syn57HzJV9cUTSvgdVfHEQ6HSpeTWlXeqxpVY_f3V1', 'width': 2252}]",ChIJW1DwTBn51y0RPPjw515YFDU,"{'compound_code': 'QP9V+8H Ampel, Surabaya, East Java, Indonesia', 'global_code': '6P4JQP9V+8H'}",4.5,ChIJW1DwTBn51y0RPPjw515YFDU,GOOGLE,"['tourist_attraction', 'point_of_interest', 'establishment']",3092.0,"Jalan Nyamplungan No.97, RT.009/RW.02, Ampel",,
CLOSED_TEMPORARILY,"{'location': {'lat': -7.2861707, 'lng': 112.6333338}, 'viewport': {'northeast': {'lat': -7.285038269708497, 'lng': 112.6347247302915}, 'southwest': {'lat': -7.287736230291501, 'lng': 112.6320267697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Ciputra Waterpark,,"[{'height': 2048, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114413878914317106601"">Ciputra Waterpark</a>'], 'photo_reference': 'AUGGfZn4_1WBJotE_buvrPIP1LgtI9WqWE6no-iA58f7S9syDPqTuQTz6rydiOxZaPHdIdEyPJWdIecCEjXHHepr8gEXHs7sdUaUGDpV0I206JiKTc1Le1AMic5oqC2lp71iqSInrOa-kW3I7yaNeyPItkK1V6UYX7Bjxpmq-UsiKWaVmUWW', 'width': 1448}]",ChIJyRU62-_91y0Rbu6zrhivGIA,"{'compound_code': 'PJ7M+G8 Made, Surabaya, East Java, Indonesia', 'global_code': '6P4JPJ7M+G8'}",4.3,ChIJyRU62-_91y0Rbu6zrhivGIA,GOOGLE,"['amusement_park', 'tourist_attraction', 'point_of_interest', 'establishment']",3902.0,"Tempat Parkir, Kawasan, Jalan Waterpark Boulevard Jalan Citraland Surabaya, Made",True,
OPERATIONAL,"{'location': {'lat': -7.267778, 'lng': 112.7443989}, 'viewport': {'northeast': {'lat': -7.266381669708498, 'lng': 112.7456757302915}, 'southwest': {'lat': -7.269079630291502, 'lng': 112.7429777697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/monument_pinlet,Monumen Bambu Runcing,{'open_now': True},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101509733834740551656"">Moch Ambri</a>'], 'photo_reference': 'AUGGfZmqGdfb_0bseqjJx24bdrHLP_QhfX5NZ1ogF2XyYUrJaGYMJ7cnKR3vG_cw4yHFCYYCnwTQtUEQ1PgaiAA3bogd0zXrMP3NwR3aTdzBMljkoirNOryp8AHahWCndkiOeVEdjoBZ8RplqwmWT7F3MXmGTFcOGN4tAsQyvZNAgyYE7SN8', 'width': 4000}]",ChIJOUinst371y0RIR1g_fUfdog,,4.7,ChIJOUinst371y0RIR1g_fUfdog,GOOGLE,"['tourist_attraction', 'point_of_interest', 'establishment']",5733.0,"PPJV+VQJ, Jalan Panglima Sudirman, Embong Kaliasin",,
OPERATIONAL,"{'location': {'lat': -7.2741642, 'lng': 112.7713108}, 'viewport': {'northeast': {'lat': -7.272830269708497, 'lng': 112.7727627302915}, 'southwest': {'lat': -7.275528230291502, 'lng': 112.7700647697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Atlas Sports Club,{'open_now': True},"[{'height': 4640, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107960161850793323883"">evi rahayu</a>'], 'photo_reference': 'AUGGfZk0gfg_CHveo52Q_KQtPiwmUurzBeHbN1QaxMZDvEqTLQzfXTnjfFTmts5AR8cZucU4iV3Rm6yMBpLu6cz57XcqZgPGN4jKyr5EJLbbTz9JOk3fbX32UtobI3KvRwxlD-0aY2BCnaMULVMwd-2kv-wODV1wZEbbcS7vah8ht9hAxb6x', 'width': 3472}]",ChIJ50CpNi761y0RU7OUIqKBgh8,"{'compound_code': 'PQGC+8G Mojo, Surabaya, East Java, Indonesia', 'global_code': '6P4JPQGC+8G'}",4.6,ChIJ50CpNi761y0RU7OUIqKBgh8,GOOGLE,"['gym', 'tourist_attraction', 'point_of_interest', 'health', 'establishment']",4721.0,"Jalan Dharmahusada Indah Barat III No.64-66, Mojo",,
OPERATIONAL,"{'location': {'lat': -7.2473613, 'lng': 112.7556799}, 'viewport': {'northeast': {'lat': -7.246104019708497, 'lng': 112.7569908802915}, 'southwest': {'lat': -7.248801980291502, 'lng': 112.7542929197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Hasil Bagus Indonusantara,{'open_now': True},"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116367930059626646528"">Kamal Yosaka</a>'], 'photo_reference': 'AUGGfZl1LyHrZU1VgSdfwex-7olvZAs11n3a9dPU_szkssFLsAm_J0lUk-CbYn7NbTwTSL1BX5NcXT5bB_5qGe8JNP5ehIlg97AqWXX_G7CE_IfIqOdpkurp45quJZZWIjiaBqGnUP191YDTXvSaB0BXw5jLl7G43fvDgIOg8g2g2bqfkffv', 'width': 1920}]",ChIJ04bYQXP51y0R2O6Zq5uV2q0,"{'compound_code': 'QQ34+37 Tambakrejo, Surabaya, East Java, Indonesia', 'global_code': '6P4JQQ34+37'}",3.4,ChIJ04bYQXP51y0R2O6Zq5uV2q0,GOOGLE,"['amusement_park', 'tourist_attraction', 'point_of_interest', 'establishment']",35.0,"Tambak Madu IV No.31, Tambakrejo",,
OPERATIONAL,"{'location': {'lat': -7.255477999999999, 'lng': 112.7535054}, 'viewport': {'northeast': {'lat': -7.254184819708497, 'lng': 112.7547988802915}, 'southwest': {'lat': -7.256882780291502, 'lng': 112.7521009197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Paliatif,{'open_now': True},"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101498051375395620802"">Rudy Prayitno (Rudy SP)</a>'], 'photo_reference': 'AUGGfZkvy73uz_5A2VLkOx5QT2u9Oh7EqLt7pV6qhQSTEmvwMm-7fvKjdKCdAcsMj8-C7fPUysgNj23rJTirxnYavlc8FU5GBry2UNVrFKXLPSGyFcH5FiPVK2ovDlz9gUDTAmQF7F8KGv99M17KdgRFymSdGNnYrZFwl-fF4rYxoXNFny16', 'width': 2048}]",ChIJkfpjZHD51y0RXU7uMyuDhe4,,4.5,ChIJkfpjZHD51y0RXU7uMyuDhe4,GOOGLE,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",568.0,"PQV3+RC2, Jalan Kesumba, Tambaksari",,
OPERATIONAL,"{'location': {'lat': -7.252291, 'lng': 112.7520012}, 'viewport': {'northeast': {'lat': -7.250959769708498, 'lng': 112.7529861802915}, 'southwest': {'lat': -7.253657730291502, 'lng': 112.7502882197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Taman Hiburan Rakyat,{'open_now': True},"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101498051375395620802"">Rudy Prayitno (Rudy SP)</a>'], 'photo_reference': 'AUGGfZkIKF3Jc-xcG-HL0XRTktHteUlD039n8BWtLD84zEnV34k8x7q8u6bW5nqNdF2Iy5lMqJ5hPzIhm5oTOtS6E2nmgItIGXL45MMjS8fEDegHeVslh2OZjDg-zsb7dzCP8NbtyWm8LZ4CUP8rDVQYDws9NDEA55ESCziC1toOaedjPIUh', 'width': 4608}]",ChIJEb3rEG751y0RkyyrEpK5xV4,"{'compound_code': 'PQX2+3R Tambaksari, Surabaya, East Java, Indonesia', 'global_code': '6P4JPQX2+3R'}",4.2,ChIJEb3rEG751y0RkyyrEpK5xV4,GOOGLE,"['amusement_park', 'park', 'tourist_attraction', 'point_of_interest', 'establishment']",1232.0,"Jalan Kusuma Bangsa No.116-118, Tambaksari",,
OPERATIONAL,"{'location': {'lat': -7.252391799999999, 'lng': 112.7470781}, 'viewport': {'northeast': {'lat': -7.250785719708498, 'lng': 112.7484606802915}, 'southwest': {'lat': -7.253483680291502, 'lng': 112.7457627197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/worship_islam-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/worship_islam_pinlet,Muhammad Cheng Hoo Mosque,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116725027814725819066"">Willadatieka Pravita</a>'], 'photo_reference': 'AUGGfZl--_k0WO3b9n_lhE19ouR4e_VDOtE03dDY4eAOkI6h754mSTao7HkAoBOdNiB9_dy10g8DnrN6YG4X_r1jyNuym8cwQ8wrEXli3fGNs3Q2LQlXHQ_ZbezfhZJvHFtDiBExrxhHKWEkz_T39dXhohBfV3vI6Ua-Rg69II60UvdcZg_Y', 'width': 3024}]",ChIJd288Zbf51y0ROVlc8QPEMkw,"{'compound_code': 'PPXW+2R Ketabang, Surabaya, East Java, Indonesia', 'global_code': '6P4JPPXW+2R'}",4.7,ChIJd288Zbf51y0ROVlc8QPEMkw,GOOGLE,"['mosque', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",7021.0,"Jalan Gading No.02, Ketabang",,
OPERATIONAL,"{'location': {'lat': -7.238166, 'lng': 112.790518}, 'viewport': {'northeast': {'lat': -7.236956919708496, 'lng': 112.7919322802915}, 'southwest': {'lat': -7.239654880291501, 'lng': 112.7892343197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/worship_hindu-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/worship_hindu_pinlet,Pura Segara Kenjeran,{'open_now': True},"[{'height': 810, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110645392316845326303"">Pura Segara Surabaya</a>'], 'photo_reference': 'AUGGfZme7_rnPr_m7PjOWNhx7PviIHH70_DdFBT95F7pDnhnbp-07CeGCRBoaQ6959lL04GZxbSqZvajE4xmR84FX0Gr0ppNP1Pr9c6rOLv-6gEAHERxRMjQfT-MWCdKFuX0j1byy0T-wHGeprdA0a0T2Rd1L7EwlDrMb9_pMlfqmH7kzA-G', 'width': 1440}]",ChIJlRMP3cb51y0RpU5DQ1Sc_so,,4.8,ChIJlRMP3cb51y0RpU5DQ1Sc_so,GOOGLE,"['hindu_temple', 'tourist_attraction', 'place_of_worship', 'point_of_interest', 'establishment']",809.0,"Komplek TNI AL, Jalan Memet Sastrowiryo No.1A, Kompleks Kenjeran",,
OPERATIONAL,"{'location': {'lat': -7.272539600000001, 'lng': 112.7595644}, 'viewport': {'northeast': {'lat': -7.271104769708497, 'lng': 112.7609202802915}, 'southwest': {'lat': -7.273802730291502, 'lng': 112.7582223197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/museum_pinlet,Museum Etnografi dan Pusat Kajian Kematian Universitas Airlangga,{'open_now': True},"[{'height': 721, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110816277599841223838"">Dend Alexand</a>'], 'photo_reference': 'AUGGfZkaHUlDrDe1D5j98NFyeLATFj_n-3IKn-br6aCyMqAGnjspzpEluoeOXnGDeyS-0l8pSuM9R7e9wf0mRmTToCkz60DFkm_WfPDg_NOBn3X5KhASI0aHFqiZN_zmeAYwK8_wF_ohN7HlLI2oiDPMduo8t4fxgJfezpltKi18BFOW32ez', 'width': 1280}]",ChIJT5NhEtT71y0RpoghrMX6WOI,,4.5,ChIJT5NhEtT71y0RpoghrMX6WOI,GOOGLE,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",111.0,"PQG5+XRP, Jalan Dharmawangsa Dalam, Airlangga",,
OPERATIONAL,"{'location': {'lat': -7.271014999999998, 'lng': 112.7500365}, 'viewport': {'northeast': {'lat': -7.269856769708497, 'lng': 112.7513026802915}, 'southwest': {'lat': -7.272554730291501, 'lng': 112.7486047197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Taman Lansia,{'open_now': True},"[{'height': 393, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104727406675833477057"">bimo darmawan</a>'], 'photo_reference': 'AUGGfZk-YfeGFjCBuIYZV3oEI6a6Z8CMEd4aDt0hIYhCJtr94jgklb1SlfLEYnk4Wdt1PHEH558WKEdLNvYh5YsQhy_bVjLgkgIs07SyMA0Z2EfQG8co_7PleKgcUPqfgxOIQQKtbLvVatQlr7qA3xRMHcPXQ6BGIY-6CoU9f_tytSsRNW6d', 'width': 700}]",ChIJX9h29tn71y0R134VY1aM_JQ,"{'compound_code': 'PQH2+H2 Gubeng, Surabaya, East Java, Indonesia', 'global_code': '6P4JPQH2+H2'}",4.6,ChIJX9h29tn71y0R134VY1aM_JQ,GOOGLE,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",3274.0,"Jalan Kalimantan No.12, Gubeng",,
OPERATIONAL,"{'location': {'lat': -7.2561991, 'lng': 112.7378506}, 'viewport': {'northeast': {'lat': -7.254796419708499, 'lng': 112.7392037302915}, 'southwest': {'lat': -7.257494380291504, 'lng': 112.7365057697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/museum_pinlet,Siola Surabaya Museum,{'open_now': True},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106714874314449078246"">Zuhair N Hanif</a>'], 'photo_reference': 'AUGGfZmL3iSZikzuoLgOt3Vkqpg9DuO1zBpH0RZgJTJy9AcO__DX8twuSo-sPM0_AJ8xmS3LTGJi_g2tI0E1Ce-baHF_IXAkXWtJyNsiS7aURCSx-azFTAmU_VxTv6tCb2JnZ6g4KdEKaF-sJthqMlCGSPUhxbxkFz9oNwvdvkfLp4krU-bk', 'width': 3000}]",ChIJW_ddx0L51y0Ri1iJ27YVfsU,"{'compound_code': 'PPVQ+G4 Genteng, Surabaya, East Java, Indonesia', 'global_code': '6P4JPPVQ+G4'}",4.6,ChIJW_ddx0L51y0Ri1iJ27YVfsU,GOOGLE,"['museum', 'tourist_attraction', 'point_of_interest', 'establishment']",7387.0,"Jalan Tunjungan No.1, Genteng",,
